title,url,abstract,published,source,entities
"Infinix Zero 30 5G with 50MP selfie camera launched at Rs 21,999 - Times of India",https://timesofindia.indiatimes.com/gadgets-news/infinix-zero-30-5g-with-50mp-selfie-camera-launched-at-rs-21999/articleshow/103314820.cms,"Chinese smartphone maker Infinix has launched the Zero 30 5G smartphone, which offers improved camera quality and performance. It features a 50MP fron",2023-09-02T18:01:00.000000,"Source(id='the-times-of-india', name='The Times of India', channel=<Channel.NEWSORG: 'NEWSORG'>)","30 5:CARDINAL, Chinese:NORP, Infinix:PERSON"
Russian Ambassador's Invite To Nobel Prize Ceremony Cancelled After Criticism - NDTV,https://www.ndtv.com/world-news/russian-ambassadors-invite-to-nobel-prize-ceremony-cancelled-after-criticism-4352086,"The Nobel Foundation said Saturday it was reversing its decision to invite ambassadors from Russia and Belarus to this year's Nobel award ceremony in Stockholm, after the move sparked anger.",2023-09-02T17:49:00.000000,"Source(id=None, name='NDTV News', channel=<Channel.NEWSORG: 'NEWSORG'>)","Russian:NORP, Invite:GPE, To Nobel Prize Ceremony Cancelled After Criticism - NDTV:WORK_OF_ART, The Nobel Foundation:ORG, Saturday:DATE, Russia:GPE, Belarus:GPE, year:DATE, Nobel:WORK_OF_ART, Stockholm:GPE"
Alarm bells as vector-borne illnesses on the rise in Pune - Hindustan Times,https://www.hindustantimes.com/cities/pune-news/rain-and-humidity-fuel-increase-in-vector-borne-diseases-in-pune-maharashtra-101693676891871.html,"Heavy rain and high humidity in Pune, India, have created ideal conditions for the spread of vector-borne diseases. The city has reported 47 cases of dengue and seven cases of chikungunya in August, surpassing the total number of cases reported in the previou…",2023-09-02T17:48:11.000000,"Source(id=None, name='Hindustan Times', channel=<Channel.NEWSORG: 'NEWSORG'>)","Pune - Hindustan Times:ORG, Pune, India:GPE, 47:CARDINAL, seven:CARDINAL, August:DATE"
Intact 1881 'Trinidad' shipwreck found in Wisconsin waters by historians - The Washington Post - The Washington Post,https://www.washingtonpost.com/nation/2023/09/02/trinidad-schooner-shipwreck-maritime/,Maritime historians in Wisconsin have discovered the 156-year-old Trinidad schooner near Algoma. The grain-carrying vessel sank in Lake Michigan in 1881.,2023-09-02T17:14:00.000000,"Source(id='the-washington-post', name='The Washington Post', channel=<Channel.NEWSORG: 'NEWSORG'>)","1881:DATE, Trinidad:ORG, Wisconsin:GPE, The Washington Post - The Washington Post:ORG, Wisconsin:GPE, 156-year-old:DATE, Trinidad:ORG, Algoma:GPE, Lake Michigan:LOC, 1881:DATE"
"Writers Strike Hits Four-Month Mark as Resolve on Both Sides Hardens, Complicating the Return to Negotiations - Variety",https://variety.com/2023/biz/news/writers-strike-wga-four-months-amptp-1235711029/,"The writers strike reached the four-month mark on Saturday, and as Hot Labor Summer moves to autumn, there is still no sign that it will be over any time soon. The Writers Guild of America and the …",2023-09-02T17:14:00.000000,"Source(id=None, name='Variety', channel=<Channel.NEWSORG: 'NEWSORG'>)","Four-Month:DATE, Resolve:PERSON, Negotiations - Variety:ORG, four-month:DATE, Saturday:DATE, Hot Labor Summer:ORG, The Writers Guild of America:ORG"
New Covid Variant 'Pirola' Sparks Alarm In Many Countries. Here's All You Need To Know - NDTV,https://www.ndtv.com/science/new-covid-variant-pirola-sparks-alarm-in-many-countries-heres-all-you-need-to-know-4354390,"Amidst a resurgence of COVID-19 cases in the United States, United Kingdom and China, a new variant dubbed ""Pirola"" has experts worried.",2023-09-02T17:06:51.000000,"Source(id=None, name='NDTV News', channel=<Channel.NEWSORG: 'NEWSORG'>)","COVID-19:ORG, the United States:GPE, United Kingdom:GPE, China:GPE"
"Kareena Kapoor 'was asked to leave' Kaho Naa Pyaar Hai, claims Ameesha Patel - Hindustan Times",https://www.hindustantimes.com/entertainment/bollywood/kareena-kapoor-was-asked-to-leave-kaho-naa-pyaar-hai-claims-ameesha-patel-101693672092035.html,Ameesha Patel recalls what Rakesh Roshan told her about Kareena Kapoor not being a part of Kaho Naa Pyaar Hai. It was Ameesha's debut film with Hrithik Roshan. | Bollywood,2023-09-02T17:06:13.000000,"Source(id=None, name='Hindustan Times', channel=<Channel.NEWSORG: 'NEWSORG'>)","Kareena Kapoor ':PERSON, Ameesha Patel - Hindustan Times:PERSON, Ameesha Patel:PERSON, Rakesh Roshan:PERSON, Kareena Kapoor:PERSON, Kaho Naa Pyaar Hai:PERSON, Ameesha:GPE, Hrithik Roshan:PERSON, Bollywood:PERSON"
Rahul Gandhi asks Lalu Prasad Yadav 'What's The Difference Between Cooking And Politics?' - Times of India,https://timesofindia.indiatimes.com/videos/news/rahul-gandhi-asks-lalu-prasad-yadav-whats-the-difference-between-cooking-and-politics/videoshow/103314226.cms,"Congress leader Rahul Gandhi posted a video on his social media profiles featuring Lalu Prasad Yadav. The video depicted the two leaders cooking together while discussing politics. In the shared video, Gandhi learned how to prepare meat dishes from t",2023-09-02T16:54:03.000000,"Source(id='the-times-of-india', name='The Times of India', channel=<Channel.NEWSORG: 'NEWSORG'>)","Rahul Gandhi:PERSON, Lalu Prasad Yadav ':ORG, Congress:ORG, Rahul Gandhi:PERSON, Lalu Prasad Yadav:ORG, two:CARDINAL, Gandhi:PERSON"
Apple iPhone 15 Release Date: New Event Page Goes Live With Cool Animation - Forbes,https://www.forbes.com/sites/davidphelan/2023/09/02/apple-iphone-15-release-date-new-event-page-goes-live-with-cool-animation-iphone-15-pro-max/,"As we get closer to the iPhone 15 next special event, Apple launches a page with details of timing and how to watch.",2023-09-02T16:52:05.000000,"Source(id=None, name='Forbes', channel=<Channel.NEWSORG: 'NEWSORG'>)","Apple iPhone:ORG, 15:CARDINAL, Apple:ORG"
Asia Cup: Pakistan advance to Super 4s as rain washes out see-saw contest against India - IndiaTimes,https://timesofindia.indiatimes.com/sports/cricket/asia-cup/asia-cup-pakistan-advance-to-super-4s-as-rain-washes-out-see-saw-contest-against-india/articleshow/103314180.cms,Cricket News: Rain played spoilsport in what could have turned out to be a cracking contest as India-Pakistan Asia Cup Group A game was called off in Pallekele on S,2023-09-02T16:50:00.000000,"Source(id='the-times-of-india', name='The Times of India', channel=<Channel.NEWSORG: 'NEWSORG'>)","Asia Cup:EVENT, Pakistan:GPE, Super 4s:ORG, India - IndiaTimes:ORG, India:GPE, Asia Cup Group:EVENT, Pallekele:GPE"
"Chandrayaan-3 Update: ISRO says Pragyan rover put into ‘sleep mode’, may wake up on 22 September | Mint - Mint",https://www.livemint.com/science/news/chandrayaan3-update-isro-says-pragyan-rover-put-into-sleep-mode-may-wake-up-on-22-september-11693672750131.html,"The Rover completed its assignments. It is now safely parked and set into Sleep mode. APXS and LIBS payloads are turned off, said ISRO",2023-09-02T16:49:43.000000,"Source(id=None, name='Livemint', channel=<Channel.NEWSORG: 'NEWSORG'>)","Update:ORG, Pragyan:NORP, 22 September:DATE, Mint - Mint:ORG, Rover:ORG, APXS:ORG, LIBS:ORG"
Former New Mexico Gov. Bill Richardson dies at 75 - CNN,https://www.cnn.com/2023/09/02/politics/bill-richardson-former-new-mexico-governor/index.html,"Former New Mexico Gov. Bill Richardson, a longtime fixture of Democratic politics with turns as Energy Secretary and United Nations ambassador under the Clinton administration, died on Friday, the Richardson Center for Global Engagement said in a statement. H…",2023-09-02T16:37:00.000000,"Source(id='cnn', name='CNN', channel=<Channel.NEWSORG: 'NEWSORG'>)","New Mexico:GPE, Bill Richardson:PERSON, 75:CARDINAL, New Mexico:GPE, Bill Richardson:PERSON, Democratic:NORP, Energy:ORG, United Nations:ORG, Clinton:PERSON, Friday:DATE, the Richardson Center for Global Engagement:ORG"
"Prem Chopra, Sanjay Dutt, Dharmendra, Johny Lever: Celebs celebrate the success of Gadar 2 with the Deol - IndiaTimes",https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/prem-chopra-sanjay-dutt-dharmendra-johny-lever-celebs-celebrate-the-success-of-gadar-2-with-the-deol-family/articleshow/103313916.cms,"The Deol family, Sunny Deol, Bobby Deol, Karan Deol and Rajveer Deol, on Saturday has invited their industry friends Prem Chopra, Sanjay Dutt, Dharmen",2023-09-02T16:26:00.000000,"Source(id='the-times-of-india', name='The Times of India', channel=<Channel.NEWSORG: 'NEWSORG'>)","Prem Chopra:ORG, Sanjay Dutt:PERSON, Dharmendra:PERSON, Johny Lever:PERSON, Gadar 2:PRODUCT, the Deol - IndiaTimes:ORG, Deol:PERSON, Sunny Deol:PERSON, Bobby Deol:PERSON, Karan Deol:PERSON, Saturday:DATE, Prem Chopra:PERSON, Sanjay Dutt:PERSON"
How To Stop Running Out Of Ammo In ‘Starfield’ - Forbes,https://www.forbes.com/sites/paultassi/2023/09/02/how-to-stop-running-out-of-ammo-in-starfield/,Always running out of ammo in Starfield? This is probably why.,2023-09-02T16:08:44.000000,"Source(id=None, name='Forbes', channel=<Channel.NEWSORG: 'NEWSORG'>)","Starfield:PERSON, Starfield:PERSON"
"Nobel Foundation will not invite Russia, Belarus to Stockholm ceremony - The Washington Post",https://www.washingtonpost.com/world/2023/09/02/nobel-ceremony-russia-belarus-invite-criticism/,"The Nobel Foundation said it would no longer invite Belarus and Russia’s ambassadors to the Stockholm awards ceremony, after objections from Ukraine and Sweden.",2023-09-02T16:07:00.000000,"Source(id='the-washington-post', name='The Washington Post', channel=<Channel.NEWSORG: 'NEWSORG'>)","Nobel Foundation:ORG, Russia:GPE, Belarus:GPE, Stockholm:GPE, The Washington Post:ORG, The Nobel Foundation:ORG, Belarus:GPE, Russia:GPE, Stockholm:GPE, Ukraine:GPE, Sweden:GPE"
'The Equalizer 3' Domestic Box Office Debut Exceeds Expectations - Collider,https://collider.com/the-equalizer-3-domestic-box-office-13-million/,"Antoine Fuqua's The Equalizer 3, starring Denzel Washington, is poised to top the domestic box office in its first week of release.",2023-09-02T15:49:00.000000,"Source(id=None, name='Collider.com', channel=<Channel.NEWSORG: 'NEWSORG'>)","The Equalizer 3' Domestic Box Office Debut Exceeds Expectations - Collider:WORK_OF_ART, Antoine Fuqua's:PERSON, The Equalizer 3:PRODUCT, Denzel Washington:ORG, its first week:DATE"
"Ahead of big sports weekend, dispute with Disney leaves millions of cable subscribers in the dark - WLWT Cincinnati",https://www.wlwt.com/article/sports-dispute-disney-millions-cable-subscribers-dark-ohio/44980715,"Ahead of big sports weekend, dispute with Disney leaves millions of cable subscribers in the dark",2023-09-02T15:46:00.000000,"Source(id=None, name='WLWT Cincinnati', channel=<Channel.NEWSORG: 'NEWSORG'>)","Disney:ORG, millions:CARDINAL, Cincinnati:GPE, Disney:ORG, millions:CARDINAL"
"Xiamen Diamond League 2023: Praveen Chithravel, Abdulla Aboobacker finish fifth, sixth in men's triple jump - Khel Now",https://khelnow.com/athletics/2023-09-xiamen-diamond-league-2023-praveen-chithravel-abdulla-aboobacker-report,India's Praveen Chithravel and Abdulla Aboobacker finished fifth and sixth respectively in the men's triple jump in the Xiamen Diamond League 2023.,2023-09-02T15:36:36.000000,"Source(id=None, name='Khelnow.com', channel=<Channel.NEWSORG: 'NEWSORG'>)","Xiamen Diamond League 2023::ORG, Praveen Chithravel:ORG, fifth:ORDINAL, sixth:ORDINAL, jump - Khel:PERSON, India:GPE, Praveen Chithravel:ORG, Abdulla Aboobacker:PRODUCT, fifth:ORDINAL, sixth:ORDINAL, the Xiamen Diamond League 2023:ORG"
[Removed],https://removed.com,[Removed],1970-01-01T00:00:00.000000,"Source(id=None, name='[Removed]', channel=<Channel.NEWSORG: 'NEWSORG'>)",""
Chester County Prison escape: Danelo Cavalcante sighted 1.5 miles away - CBS News,https://www.cbsnews.com/philadelphia/news/chester-county-prison-escape-pennsylvania-danelo-cavalcante-sighting-pocopson-township/,Surveillance video from a home near Chester County Prison showed Cavalcante was still in the area Saturday morning.,2023-09-02T15:32:00.000000,"Source(id='cbs-news', name='CBS News', channel=<Channel.NEWSORG: 'NEWSORG'>)","Chester County Prison:PERSON, Danelo Cavalcante:PERSON, 1.5 miles:QUANTITY, CBS News:ORG, Chester County Prison:GPE, Cavalcante:PERSON, Saturday:DATE, morning:TIME"
Watch again: SpaceX launches satellites for US Space Development Agency - The Independent,https://www.youtube.com/watch?v=d_cLkdZe5PU,"SpaceX launched satellites for the US Space Development Agency today (2 September), following a two-day delay.A Falcon 9 rocket carrying 13 military satellit...",2023-09-02T15:31:00.000000,"Source(id=None, name='YouTube', channel=<Channel.NEWSORG: 'NEWSORG'>)","US Space Development Agency:ORG, the US Space Development Agency:ORG, today:DATE, 2 September:DATE, two-day:DATE, Falcon:ORG, 9:CARDINAL, 13:CARDINAL"
India launches Aditya-L1 sun space mission from Sriharikota - The Washington Post,https://www.washingtonpost.com/world/2023/09/02/india-sun-space-mission-adityal1-sriharikota/,"India launched Aditya-L1, its first space mission to study the sun, from Sriharikota. The spacecraft will travel to Lagrange point 1 between the sun and Earth.",2023-09-02T15:29:00.000000,"Source(id='the-washington-post', name='The Washington Post', channel=<Channel.NEWSORG: 'NEWSORG'>)","India:GPE, Sriharikota - The Washington Post:ORG, India:GPE, Aditya-L1:FAC, first:ORDINAL, Sriharikota:PERSON, Lagrange:GPE, 1:CARDINAL, Earth:LOC"
Dr. Fauci responds to study that says masks didn't work - CNN,https://www.cnn.com/videos/us/2023/09/02/anthony-fauci-masks-donald-trump-smerconish-vpx.cnn,Former National Institute of Allergy and Infectious Disease Director Dr. Anthony Fauci discusses mask use with CNN’s Michael Smerconish as Covid-19 cases rise in 2023.,2023-09-02T15:05:40.000000,"Source(id='cnn', name='CNN', channel=<Channel.NEWSORG: 'NEWSORG'>)","Fauci:PERSON, CNN:ORG, National Institute of Allergy and Infectious Disease:ORG, Anthony Fauci:PERSON, CNN:ORG, Michael Smerconish:PERSON, Covid-19:ORG, 2023:DATE"
"Starfield: the Creation Engine evolves to deliver massive ambition, scale and scope - Eurogamer.net",https://www.eurogamer.net/digitalfoundry-2023-starfield-the-digital-foundry-tech-review,The Digital Foundry verdict on Bethesda's massively anticipated sci-fi RPG.,2023-09-02T15:04:05.000000,"Source(id=None, name='Eurogamer.net', channel=<Channel.NEWSORG: 'NEWSORG'>)","Starfield:PERSON, Creation Engine:PERSON, Digital Foundry:ORG, Bethesda:GPE, sci-fi:ORG, RPG:ORG"
Former Harrods boss Mohamed Al Fayed dies aged 94 - BBC News - BBC News,https://www.youtube.com/watch?v=uIYgMw7tKTU,"Mohamed Al Fayed, the former Harrods boss whose son Dodi was killed in a car crash alongside Diana, Princess of Wales, has died aged 94.Born in Egypt, he bui...",2023-09-02T15:00:40.000000,"Source(id=None, name='YouTube', channel=<Channel.NEWSORG: 'NEWSORG'>)","Mohamed Al Fayed:PERSON, 94:CARDINAL, BBC News - BBC News:ORG, Mohamed Al Fayed:PERSON, Harrods:ORG, Dodi:PERSON, Diana:PERSON, Wales:GPE, Egypt:GPE, bui:ORG"
"Balasore train crash: CBI files chargesheet, 3 railway officials accused of destroying evidence | Mint - Mint",https://www.livemint.com/news/balasore-train-accident-cbi-files-charge-sheet-against-3-railway-officials-for-destroying-evidence-11693666224983.html,The central probing agency filed a charge sheet against three arrested Railways officials for alleged culpable homicide not amounting to murder and destruction of evidence.,2023-09-02T14:56:18.000000,"Source(id=None, name='Livemint', channel=<Channel.NEWSORG: 'NEWSORG'>)","Balasore:ORG, CBI:ORG, 3:CARDINAL, Mint - Mint:ORG, three:CARDINAL, Railways:ORG"
"Will 'One Nation, One Poll' Law Tweaks Need States' Approval? See Details - NDTV",https://www.ndtv.com/india-news/will-one-nation-one-poll-law-tweaks-need-states-approval-see-details-4352724,"The newly formed committee to see whether India could hold parliamentary and state assembly elections simultaneously will examine and recommend specific amendments to the Constitution, the Representation of the People Act and any other rules.",2023-09-02T14:55:00.000000,"Source(id=None, name='NDTV News', channel=<Channel.NEWSORG: 'NEWSORG'>)","One:CARDINAL, India:GPE, Constitution:LAW"
[Removed],https://removed.com,[Removed],1970-01-01T00:00:00.000000,"Source(id=None, name='[Removed]', channel=<Channel.NEWSORG: 'NEWSORG'>)",""
[Removed],https://removed.com,[Removed],1970-01-01T00:00:00.000000,"Source(id=None, name='[Removed]', channel=<Channel.NEWSORG: 'NEWSORG'>)",""
"""As Delhi PWD Minister, I Was Never Called For Any G20 Meetings"": Atishi - NDTV",https://www.ndtv.com/delhi-news/as-delhi-pwd-minister-i-was-never-called-for-any-g20-meetings-atishi-4352820,"Delhi PWD minister Atishi Saturday dismissed Lt Governor VK Saxena's allegation that AAP ministers attended just one G20 preparatory meet, and said ""had he involved us in preparations, we would have done better"".",2023-09-02T14:11:00.000000,"Source(id=None, name='NDTV News', channel=<Channel.NEWSORG: 'NEWSORG'>)","Delhi PWD:PERSON, Atishi - NDTV:PERSON, Delhi PWD:PERSON, Atishi:PERSON, Saturday:DATE, VK Saxena:PERSON, one:CARDINAL, G20:ORG"
Watch SpaceX's Crew-6 Dragon depart ISS with 4 astronauts aboard on Sept. 3 after delay - Space.com,https://www.space.com/spacex-crew-6-astronauts-depart-iss-webcast,Crew-6 is scheduled to undock from the International Space Station on Sunday (Sept. 3) around 7:05 a.m. ET.,2023-09-02T14:04:47.000000,"Source(id=None, name='Space.com', channel=<Channel.NEWSORG: 'NEWSORG'>)","Crew-6:PRODUCT, 4:CARDINAL, Sept. 3:DATE, Space.com:ORG, Crew-6:PRODUCT, the International Space Station:ORG, Sunday (Sept. 3:DATE, around 7:05 a.m.:TIME, ET:PERSON"
Shahid Kapoor loses his cool at the paparazzi after attending Ruhaan Kapoor and Manukriti Pahwa's wedding - IndiaTimes,https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/shahid-kapoor-loses-his-cool-at-the-paparazzi-after-attending-ruhaan-kapoor-and-manukriti-pahwas-wedding-reception-pagalon-ki-tarah-kyu-chilla-rahe-ho/articleshow/103312252.cms,Shahid Kapoor didn't appreciate the paparazzi's behaviour while he was waiting outside the venue with his wife Mira Rajput and mother-in-law Bela Rajp,2023-09-02T14:04:00.000000,"Source(id='the-times-of-india', name='The Times of India', channel=<Channel.NEWSORG: 'NEWSORG'>)","Shahid Kapoor:PERSON, Ruhaan Kapoor:PERSON, Manukriti Pahwa's:GPE, Shahid Kapoor:PERSON, Mira Rajput:PERSON, Bela Rajp:PERSON"
"Starfield's combat is Bethesda's best, because we finally said goodbye to VATS - Gamesradar",https://www.gamesradar.com/starfields-combat-is-bethesdas-best-because-we-finally-said-goodbye-to-vats/,Opinion | Starfield with VATS would have ruined its combat – I'm so pleased it's been left in the wasteland,2023-09-02T14:00:21.000000,"Source(id=None, name='GamesRadar+', channel=<Channel.NEWSORG: 'NEWSORG'>)","Starfield:PERSON, Bethesda:GPE, VATS - Gamesradar:ORG, Starfield:PERSON, VATS:ORG"
Here's why stocks may surprise to the upside in September - Yahoo Finance,https://finance.yahoo.com/news/heres-why-stocks-may-surprise-to-the-upside-in-september-140009459.html,"While September is typically the worst month for stocks, there's reason to believe it might not be as bad as history predicts.",2023-09-02T14:00:09.000000,"Source(id=None, name='Yahoo Entertainment', channel=<Channel.NEWSORG: 'NEWSORG'>)","September:DATE, September:DATE, the worst month:DATE"
"Cong MP Rahul Gandhi's Jibe At PM, Says Adani Inquiry Could Have Consequences For Others - The Indian Express",https://www.youtube.com/watch?v=V2J3Zey0rVA,"In Raipur, Congress MP Rahul Gandhi stated, ""India's Prime Minister cannot initiate an inquiry into Adani because such an investigation might not impact Adan...",2023-09-02T13:57:09.000000,"Source(id=None, name='YouTube', channel=<Channel.NEWSORG: 'NEWSORG'>)","Rahul Gandhi's:PERSON, Jibe At PM:PERSON, Adani Inquiry Could:PERSON, Raipur:PERSON, Congress:ORG, Rahul Gandhi:PERSON, India:GPE, Adani:PERSON, Adan...:PERSON"
SpaceX delays launch of 13 satellites for US Space Force today. Here's how to watch online for free. - Space.com,https://www.space.com/spacex-launch-space-force-second-tranche-0-mission,"SpaceX is now targeting Saturday, Sept. 2, to launch its Tranche 0 Space Force mission. Liftoff is expected at 10:25 a.m. ET.",2023-09-02T13:54:26.000000,"Source(id=None, name='Space.com', channel=<Channel.NEWSORG: 'NEWSORG'>)","13:CARDINAL, US Space Force:WORK_OF_ART, today:DATE, Space.com:ORG, Saturday, Sept. 2:DATE, Tranche 0 Space Force:ORG, 10:25 a.m. ET:TIME"
"Colorado vs. TCU odds, line: 2023 college football picks, Week 1 Deion Sanders predictions from proven model - CBS Sports",https://www.cbssports.com/college-football/news/colorado-vs-tcu-odds-line-2023-college-football-picks-week-1-deion-sanders-predictions-from-proven-model/,"SportsLine's model just revealed its CFB picks, predictions and best bets for TCU Horned Frogs vs. Colorado Buffalos as coach Deion Sanders makes his debut",2023-09-02T13:50:16.000000,"Source(id=None, name='CBS Sports', channel=<Channel.NEWSORG: 'NEWSORG'>)","Colorado:GPE, TCU:ORG, 2023:CARDINAL, Week 1 Deion Sanders:DATE, CBS Sports:ORG, SportsLine:ORG, Horned Frogs:PERSON, Colorado Buffalos:PERSON, Deion Sanders:PERSON"
NASA's Ingenuity helicopter flies on Mars for the 56th time - Space.com,https://www.space.com/ingenuity-mars-helicopter-flight-56,"Ingenuity covered 1,344 feet (410 meters) of ground on the Aug. 26 flight.",2023-09-02T13:42:11.000000,"Source(id=None, name='Space.com', channel=<Channel.NEWSORG: 'NEWSORG'>)","NASA:ORG, Ingenuity:ORG, Mars:LOC, 56th:ORDINAL, Space.com:ORG, 1,344 feet:QUANTITY, 410 meters:QUANTITY, Aug. 26:DATE"
【ライブ】『ビッグモーターに関するニュース』「ビッグモーター」新たなノルマ 1店舗“500万円上積み”も…現役社員「仕事全然ない状態」 など――ニュースまとめライブ（日テレNEWS LIVE） - 日テレNEWS,https://www.youtube.com/watch?v=5gYuPQsSwTQ,"Enjoy the videos and music you love, upload original content, and share it all with friends, family, and the world on YouTube.",2023-09-02T13:22:48.000000,"Source(id=None, name='YouTube', channel=<Channel.NEWSORG: 'NEWSORG'>)","1店舗“500万円上積み”も:DATE, 現役社員「仕事全然ない状態:ORG, YouTube:ORG"
"Saturday Citations: Ancient corvids, tetraquarks, and researchers who aren't bored hearing about your dreams - Phys.org",https://phys.org/news/2023-09-saturday-citations-ancient-corvids-tetraquarks.html,"This week, researchers reported on two-dimensional gold sheets, a tidy little meson made of four quarks (and its buddy!) and a big and almost unimaginably dense exoplanet with an exciting backstory.",2023-09-02T13:20:01.000000,"Source(id=None, name='Phys.Org', channel=<Channel.NEWSORG: 'NEWSORG'>)","This week:DATE, two:CARDINAL, four:CARDINAL"
"COVID-19 hospitalizations, deaths surge - CBS News",https://www.youtube.com/watch?v=kCN2apDfq98,"A late-summer surge in COVID-19 cases has health officials worried. A highly contagious variant may be to blame. Hospitalizations have risen 19%, while death...",2023-09-02T13:15:14.000000,"Source(id=None, name='YouTube', channel=<Channel.NEWSORG: 'NEWSORG'>)","COVID-19:ORG, CBS News:ORG, COVID-19:ORG, 19%:PERCENT"
[Removed],https://removed.com,[Removed],1970-01-01T00:00:00.000000,"Source(id=None, name='[Removed]', channel=<Channel.NEWSORG: 'NEWSORG'>)",""
OnePlus Ace 2 Pro and Redmi Note 12 Turbo leave behind it’s competitors in AnTuTu performance ranking of August 2023 - The Tech Outlook,https://www.thetechoutlook.com/news/new-release/gadgets-release/mobile/oneplus-ace-2-pro-and-redmi-note-12-turbo-leave-behind-its-competitors-in-antutu-performance-ranking-of-august-2023/,"The well-known benchmark AnTuTu is widely used by manufacturers and many reviewers to rate the performance of different smartphones in the mobile industry in order to rate the speed of CPU, GPU, and RAM of the devices. Every month the platform publis",2023-09-02T13:07:21.000000,"Source(id=None, name='Thetechoutlook.com', channel=<Channel.NEWSORG: 'NEWSORG'>)","OnePlus Ace 2 Pro:PERSON, Redmi Note:PRODUCT, 12:CARDINAL, Turbo:GPE, August 2023:DATE, CPU:ORG, GPU:ORG, RAM:ORG, Every month:DATE"
[Removed],https://removed.com,[Removed],1970-01-01T00:00:00.000000,"Source(id=None, name='[Removed]', channel=<Channel.NEWSORG: 'NEWSORG'>)",""
